entidad,pais_de_origen,anio,trimestre,fecha,millones_de_dolares
Aguascalientes,Iran,2012,1,2012-03-01,3.531309
Durango,Saint Barthelemy,2003,2,2003-06-01,2.623412
Estado de México,Sudan,2003,3,2003-09-01,1.915445
Sonora,Morocco,2007,1,2007-03-01,1.496179
Morelos,Malta,2021,1,2021-03-01,5.734656
Quintana Roo,Bosnia and Herzegovina,2017,1,2017-03-01,3.030718
Durango,Nauru,2002,3,2002-09-01,7.194953
Tamaulipas,Sudan,2014,4,2014-12-01,0.446424
Ciudad de México,Guernsey,2008,4,2008-12-01,6.854805
Tabasco,Fiji,2021,3,2021-09-01,0.379234
Puebla,Macao,2007,4,2007-12-01,9.360717
Hidalgo,Iran,2004,4,2004-12-01,8.390554
Yucatán,Sudan,2020,3,2020-09-01,4.049747
Tlaxcala,Samoa,2007,2,2007-06-01,8.179103
Durango,China,2001,4,2001-12-01,7.269628
Tlaxcala,Mozambique,2018,1,2018-03-01,1.411772
Morelos,Montenegro,2018,2,2018-06-01,3.960098
Yucatán,Sudan,2018,2,2018-06-01,9.826968
Guerrero,Algeria,2008,1,2008-03-01,5.190117
Zacatecas,South Africa,2012,1,2012-03-01,9.321534
Morelos,Mali,2011,3,2011-09-01,1.389702
Campeche,Bahamas,2009,3,2009-09-01,1.496058
Aguascalientes,Korea,2012,2,2012-06-01,3.906186
Jalisco,Botswana,2018,1,2018-03-01,3.14404
Guanajuato,Cuba,2014,2,2014-06-01,4.779383
Baja California,Holy See (Vatican City State),2020,2,2020-06-01,5.093653
Michoacán,Samoa,2011,4,2011-12-01,7.49057
Aguascalientes,China,2005,4,2005-12-01,8.206482
Nayarit,Latvia,2016,4,2016-12-01,4.200203
Colima,Rwanda,2018,4,2018-12-01,5.039303
Nuevo León,Lao People's Democratic Republic,2010,2,2010-06-01,8.750021
Oaxaca,Oman,2002,4,2002-12-01,1.355247
Nuevo León,Lesotho,2013,1,2013-03-01,5.337283
Tabasco,Jordan,2022,3,2022-09-01,8.1222
Sonora,Micronesia,2017,1,2017-03-01,1.682003
San Luis Potosí,Solomon Islands,2005,1,2005-03-01,7.734994
Yucatán,American Samoa,2022,4,2022-12-01,5.519883
Nuevo León,Malta,2019,3,2019-09-01,0.145374
Guanajuato,Moldova,2006,2,2006-06-01,2.006832
Zacatecas,Bahamas,2016,1,2016-03-01,1.352358
Aguascalientes,Gibraltar,2012,3,2012-09-01,0.508382
Chihuahua,Jersey,2009,4,2009-12-01,0.298016
Chiapas,Cape Verde,2008,3,2008-09-01,5.804845
San Luis Potosí,Madagascar,2020,3,2020-09-01,1.406088
Aguascalientes,Ecuador,2015,1,2015-03-01,7.345205
Chihuahua,Gabon,2010,1,2010-03-01,5.153218
Estado de México,Cocos (Keeling) Islands,2004,1,2004-03-01,3.767967
Zacatecas,Moldova,2006,4,2006-12-01,1.832926
Morelos,Mexico,2020,4,2020-12-01,4.609365
Puebla,Isle of Man,2011,1,2011-03-01,4.960061
Guerrero,Seychelles,2019,2,2019-06-01,1.143317
Campeche,United Arab Emirates,2003,4,2003-12-01,8.209666
Nuevo León,Gambia,2016,2,2016-06-01,0.313078
Nayarit,Saint Barthelemy,2009,4,2009-12-01,0.279363
Nuevo León,Saudi Arabia,2001,3,2001-09-01,4.689046
Baja California Sur,Saudi Arabia,2022,1,2022-03-01,1.029641
Nayarit,Botswana,2007,3,2007-09-01,6.089649
Campeche,Cyprus,2005,2,2005-06-01,4.238952
Yucatán,Lao People's Democratic Republic,2020,2,2020-06-01,0.875002
Tlaxcala,France,2006,4,2006-12-01,1.448296
Tlaxcala,Oman,2001,3,2001-09-01,0.932114
Quintana Roo,Saint Barthelemy,2019,4,2019-12-01,0.544998
Aguascalientes,Heard Island and McDonald Islands,2015,3,2015-09-01,1.292008
Tabasco,Cocos (Keeling) Islands,2021,4,2021-12-01,9.99855
Colima,Canada,2008,3,2008-09-01,4.029012
Puebla,Belarus,2003,3,2003-09-01,3.818575
Tabasco,Sudan,2006,2,2006-06-01,0.320794
Jalisco,French Southern Territories,2017,1,2017-03-01,0.933456
Morelos,Qatar,2020,4,2020-12-01,6.185538
Zacatecas,Micronesia,2017,1,2017-03-01,3.739369
Tamaulipas,Paraguay,2019,3,2019-09-01,1.322049
Colima,New Caledonia,2012,2,2012-06-01,7.125638
Sinaloa,Botswana,2016,2,2016-06-01,1.582726
Hidalgo,China,2004,3,2004-09-01,5.493105
Coahuila,Pakistan,2019,2,2019-06-01,6.959566
Sinaloa,Latvia,2019,4,2019-12-01,8.406958
San Luis Potosí,Hungary,2006,3,2006-09-01,7.316589
Baja California,Saint Lucia,2000,1,2000-03-01,6.105111
Guerrero,Zimbabwe,2001,2,2001-06-01,8.51546
Tabasco,Algeria,2002,4,2002-12-01,5.144268
Sinaloa,San Marino,2002,2,2002-06-01,9.787772
Coahuila,Saint Barthelemy,2005,2,2005-06-01,8.272829
Nuevo León,Cape Verde,2022,4,2022-12-01,2.135914
Puebla,Eritrea,2015,4,2015-12-01,8.763531
Sonora,Netherlands Antilles,2021,3,2021-09-01,6.901616
Quintana Roo,Latvia,2014,2,2014-06-01,2.173395
Querétaro,Latvia,2019,1,2019-03-01,8.366445
Sinaloa,South Georgia and the South Sandwich Islands,2018,3,2018-09-01,6.995483
Puebla,Botswana,2000,3,2000-09-01,0.079299
Veracruz,Algeria,2011,2,2011-06-01,5.811566
Guerrero,Jamaica,2003,2,2003-06-01,8.754213
Chiapas,Saint Barthelemy,2015,3,2015-09-01,7.790541
Sinaloa,Macao,2022,1,2022-03-01,0.363089
Tamaulipas,Grenada,2009,2,2009-06-01,5.344988
Guerrero,Mayotte,2000,1,2000-03-01,2.692665
Jalisco,Guyana,2000,2,2000-06-01,8.419789
Baja California,Samoa,2008,3,2008-09-01,6.645166
Tabasco,San Marino,2000,2,2000-06-01,6.95427
Quintana Roo,Libyan Arab Jamahiriya,2005,4,2005-12-01,1.494865
Baja California,San Marino,2017,1,2017-03-01,8.110561
Chiapas,Moldova,2009,3,2009-09-01,3.991839
Yucatán,Saint Barthelemy,2018,2,2018-06-01,6.441277
Campeche,Gibraltar,2019,2,2019-06-01,6.494936
Durango,Burkina Faso,2002,1,2002-03-01,9.701684
Yucatán,Liberia,2003,1,2003-03-01,0.06925
Sinaloa,Nicaragua,2004,3,2004-09-01,4.976016
Jalisco,Indonesia,2022,4,2022-12-01,2.227547
Morelos,United States of America,2019,4,2019-12-01,4.930515
Baja California,Macao,2023,1,2023-03-01,5.543351
Guanajuato,Hungary,2012,1,2012-03-01,8.313407
Oaxaca,Saint Pierre and Miquelon,2001,1,2001-03-01,4.267503
Oaxaca,American Samoa,2014,4,2014-12-01,6.630057
Tamaulipas,Monaco,2000,3,2000-09-01,1.203046
Estado de México,Iran,2007,2,2007-06-01,5.538377
Hidalgo,Paraguay,2008,1,2008-03-01,1.867251
Sinaloa,Tokelau,2018,2,2018-06-01,6.470628
Yucatán,Macao,2002,4,2002-12-01,9.680265
Guanajuato,Belarus,2001,3,2001-09-01,5.797801
Nuevo León,Poland,2008,3,2008-09-01,5.474385
Michoacán,Mali,2007,3,2007-09-01,2.595238
Chiapas,Svalbard & Jan Mayen Islands,2010,4,2010-12-01,8.994723
Durango,Mayotte,2017,1,2017-03-01,8.500906
Durango,Angola,2004,3,2004-09-01,3.86861
Guanajuato,Faroe Islands,2020,2,2020-06-01,7.464982
Sinaloa,Thailand,2017,2,2017-06-01,1.905142
Tlaxcala,Antarctica (the territory South of 60 deg S),2021,2,2021-06-01,1.024646
Ciudad de México,San Marino,2011,3,2011-09-01,0.145701
Veracruz,Antarctica (the territory South of 60 deg S),2022,2,2022-06-01,2.520054
Veracruz,Antigua and Barbuda,2001,4,2001-12-01,8.345842
Querétaro,Serbia,2007,1,2007-03-01,3.428292
Oaxaca,Tajikistan,2013,1,2013-03-01,2.828417
Guerrero,Belarus,2016,2,2016-06-01,5.38852
Querétaro,Botswana,2017,3,2017-09-01,6.627279
Guanajuato,Ecuador,2017,4,2017-12-01,9.283731
Zacatecas,Syrian Arab Republic,2011,2,2011-06-01,0.463885
Veracruz,Macao,2017,1,2017-03-01,0.250743
Chihuahua,Egypt,2001,1,2001-03-01,8.101772
Tlaxcala,Grenada,2022,4,2022-12-01,6.398926
San Luis Potosí,Madagascar,2004,4,2004-12-01,1.172767
Baja California Sur,Jamaica,2001,1,2001-03-01,9.777819
Baja California,Wallis and Futuna,2009,1,2009-03-01,2.890944
Zacatecas,Vietnam,2007,1,2007-03-01,2.302512
Coahuila,Greenland,2005,4,2005-12-01,9.93853
Aguascalientes,Libyan Arab Jamahiriya,2008,4,2008-12-01,2.823889
Sinaloa,Hungary,2004,3,2004-09-01,1.616669
Estado de México,Portugal,2014,4,2014-12-01,3.590252
Yucatán,Cuba,2005,4,2005-12-01,0.302095
Hidalgo,Cuba,2023,1,2023-03-01,2.473321
Morelos,Chad,2013,3,2013-09-01,6.423308
Chiapas,Portugal,2023,1,2023-03-01,2.789794
Tamaulipas,Togo,2000,1,2000-03-01,4.904534
Veracruz,Tanzania,2019,3,2019-09-01,4.774962
Michoacán,Saint Lucia,2015,1,2015-03-01,2.218291
Puebla,Jamaica,2001,3,2001-09-01,2.73655
Sinaloa,Greece,2003,2,2003-06-01,8.002026
Sonora,Gabon,2005,4,2005-12-01,8.531507
Morelos,Swaziland,2019,2,2019-06-01,7.419775
Puebla,United States of America,2005,2,2005-06-01,5.109645
San Luis Potosí,Antigua and Barbuda,2020,4,2020-12-01,5.829829
Guanajuato,Equatorial Guinea,2019,1,2019-03-01,3.730632
Oaxaca,Saint Barthelemy,2003,4,2003-12-01,2.788292
Tamaulipas,Venezuela,2017,4,2017-12-01,8.202129
Michoacán,United States of America,2001,2,2001-06-01,4.315167
Campeche,Mozambique,2010,2,2010-06-01,1.375214
Yucatán,Oman,2003,1,2003-03-01,0.319668
Nuevo León,Pakistan,2016,2,2016-06-01,1.106213
Colima,Vietnam,2004,1,2004-03-01,6.021134
Guerrero,France,2011,1,2011-03-01,6.692822
Estado de México,Lithuania,2022,3,2022-09-01,7.924074
Ciudad de México,Belarus,2021,1,2021-03-01,9.373321
Colima,Pakistan,2022,1,2022-03-01,9.950449
Sinaloa,South Georgia and the South Sandwich Islands,2012,1,2012-03-01,1.285384
San Luis Potosí,Wallis and Futuna,2007,2,2007-06-01,3.555493
Coahuila,Egypt,2000,2,2000-06-01,4.901521
Baja California Sur,Hong Kong,2004,3,2004-09-01,8.678067
Morelos,Ireland,2019,3,2019-09-01,0.96938
Tamaulipas,United States of America,2020,2,2020-06-01,0.824178
Sinaloa,Morocco,2010,2,2010-06-01,4.515438
Chihuahua,Netherlands Antilles,2004,3,2004-09-01,5.620919
San Luis Potosí,Norway,2007,3,2007-09-01,6.436926
Nayarit,Holy See (Vatican City State),2015,4,2015-12-01,4.942488
Tamaulipas,Guyana,2018,1,2018-03-01,1.629117
Querétaro,Luxembourg,2020,4,2020-12-01,9.953289
Sonora,Paraguay,2003,4,2003-12-01,4.718627
Guerrero,Greece,2014,2,2014-06-01,9.794879
Coahuila,Cape Verde,2017,2,2017-06-01,9.756826
Colima,Grenada,2008,4,2008-12-01,8.930444
Estado de México,Greece,2012,3,2012-09-01,4.651421
San Luis Potosí,San Marino,2011,4,2011-12-01,4.134352
Chiapas,Montenegro,2017,1,2017-03-01,3.835392
San Luis Potosí,Egypt,2013,3,2013-09-01,6.933011
Guanajuato,Tanzania,2020,1,2020-03-01,9.421154
San Luis Potosí,Cape Verde,2001,1,2001-03-01,0.9886
Baja California,United States of America,2019,1,2019-03-01,2.568906
Estado de México,Macao,2013,3,2013-09-01,0.751981
Guerrero,Korea,2016,3,2016-09-01,7.848786
Zacatecas,Spain,2002,4,2002-12-01,1.695866
Hidalgo,Cyprus,2003,1,2003-03-01,3.194078
Baja California,Iraq,2003,4,2003-12-01,2.66487
Colima,Malta,2015,4,2015-12-01,7.65995
Guerrero,New Caledonia,2014,1,2014-03-01,9.780525
Aguascalientes,Iran,2010,2,2010-06-01,9.077337
Hidalgo,Saint Pierre and Miquelon,2017,2,2017-06-01,4.281679
Chiapas,Jamaica,2023,4,2023-12-01,2.963222
Chihuahua,Georgia,2019,4,2019-12-01,2.34674
Durango,Saudi Arabia,2002,2,2002-06-01,1.957707
Colima,Libyan Arab Jamahiriya,2006,2,2006-06-01,2.976886
San Luis Potosí,Sudan,2010,1,2010-03-01,1.345606
Baja California,Andorra,2023,2,2023-06-01,0.37208
Veracruz,Tajikistan,2004,3,2004-09-01,0.125587
Durango,Saint Barthelemy,2018,4,2018-12-01,5.789419
Aguascalientes,Montenegro,2019,2,2019-06-01,3.483328
Tlaxcala,Germany,2011,4,2011-12-01,9.721199
Coahuila,Vietnam,2012,3,2012-09-01,2.528941
Guanajuato,Svalbard & Jan Mayen Islands,2023,1,2023-03-01,9.987749
Tabasco,Luxembourg,2002,2,2002-06-01,5.385049
Yucatán,Mauritius,2004,1,2004-03-01,6.979883
Yucatán,Venezuela,2020,4,2020-12-01,3.569505
Oaxaca,Belarus,2020,1,2020-03-01,2.934369
Tabasco,Lesotho,2018,3,2018-09-01,8.059491
Chihuahua,Aruba,2014,2,2014-06-01,2.744861
Morelos,Paraguay,2010,2,2010-06-01,9.397596
Hidalgo,Sudan,2002,3,2002-09-01,7.495284
Guanajuato,Saint Barthelemy,2023,4,2023-12-01,7.920385
Tlaxcala,Ethiopia,2020,4,2020-12-01,9.57356
San Luis Potosí,Gabon,2009,4,2009-12-01,5.637992
Veracruz,Gibraltar,2019,2,2019-06-01,3.19198
Yucatán,Cape Verde,2016,3,2016-09-01,9.731167
Sinaloa,Swaziland,2014,3,2014-09-01,6.203196
Chihuahua,Thailand,2023,3,2023-09-01,7.338499
Guanajuato,Indonesia,2016,4,2016-12-01,5.989066
Colima,Cape Verde,2006,3,2006-09-01,2.828112
Estado de México,South Georgia and the South Sandwich Islands,2019,3,2019-09-01,6.922269
Jalisco,Bosnia and Herzegovina,2009,4,2009-12-01,4.82824
Zacatecas,Moldova,2001,3,2001-09-01,4.458963
Guerrero,Bahamas,2011,3,2011-09-01,9.451015
Estado de México,Heard Island and McDonald Islands,2001,4,2001-12-01,2.667523
Tlaxcala,Cape Verde,2010,4,2010-12-01,0.930612
Chiapas,Madagascar,2023,1,2023-03-01,9.321515
Durango,Nauru,2023,4,2023-12-01,7.52917
Aguascalientes,France,2010,4,2010-12-01,8.611492
Tamaulipas,Mali,2005,3,2005-09-01,1.918592
Tabasco,Cape Verde,2014,1,2014-03-01,7.125006
Ciudad de México,Cuba,2003,2,2003-06-01,6.413406
Nuevo León,Jamaica,2004,4,2004-12-01,3.60171
Hidalgo,Nicaragua,2022,1,2022-03-01,1.147321
Chihuahua,Burkina Faso,2005,2,2005-06-01,4.213753
Nuevo León,Greenland,2007,3,2007-09-01,0.37686
Michoacán,Bosnia and Herzegovina,2019,4,2019-12-01,2.467565
Guerrero,San Marino,2020,2,2020-06-01,0.363555
Nuevo León,Isle of Man,2013,1,2013-03-01,7.121598
Durango,Saint Barthelemy,2014,4,2014-12-01,0.488493
San Luis Potosí,Solomon Islands,2013,4,2013-12-01,6.836127
Nuevo León,Antigua and Barbuda,2018,1,2018-03-01,2.416117
Jalisco,Egypt,2008,3,2008-09-01,3.905428
Zacatecas,France,2010,1,2010-03-01,6.450574
Tabasco,American Samoa,2002,2,2002-06-01,6.973254
Oaxaca,Poland,2008,3,2008-09-01,5.785048
Tamaulipas,Seychelles,2004,2,2004-06-01,9.935932
Aguascalientes,Cambodia,2017,3,2017-09-01,3.269382
Oaxaca,Paraguay,2014,1,2014-03-01,5.023684
Yucatán,New Caledonia,2012,3,2012-09-01,3.601954
Colima,New Caledonia,2021,2,2021-06-01,0.357083
Hidalgo,Malta,2005,4,2005-12-01,2.942902
Oaxaca,United Arab Emirates,2011,2,2011-06-01,8.007267
Tlaxcala,Andorra,2015,4,2015-12-01,7.889119
Querétaro,Botswana,2011,4,2011-12-01,4.356715
Morelos,Netherlands Antilles,2019,1,2019-03-01,2.728005
Guerrero,Tuvalu,2002,4,2002-12-01,7.734602
Guanajuato,Isle of Man,2002,3,2002-09-01,2.093716
Jalisco,Heard Island and McDonald Islands,2012,3,2012-09-01,1.668303
Guerrero,Angola,2010,2,2010-06-01,9.954529
Hidalgo,Guam,2006,3,2006-09-01,3.435358
Tamaulipas,Grenada,2010,3,2010-09-01,0.228325
Veracruz,Gambia,2002,1,2002-03-01,7.305517
Morelos,Oman,2006,1,2006-03-01,3.004827
Nuevo León,Poland,2002,4,2002-12-01,6.811471
Baja California Sur,Mayotte,2002,1,2002-03-01,2.740471
Hidalgo,French Southern Territories,2014,2,2014-06-01,4.302867
Puebla,Mauritius,2023,2,2023-06-01,2.699611
Campeche,Faroe Islands,2008,3,2008-09-01,0.499644
Puebla,Botswana,2012,1,2012-03-01,7.047499
Guerrero,Jordan,2015,4,2015-12-01,3.306221
Oaxaca,Iraq,2016,2,2016-06-01,9.597889
Nuevo León,Qatar,2006,2,2006-06-01,8.377094
Baja California Sur,Antigua and Barbuda,2023,2,2023-06-01,9.30374
Durango,Togo,2022,1,2022-03-01,6.503532
Colima,Cyprus,2021,4,2021-12-01,4.058703
Zacatecas,Gabon,2020,2,2020-06-01,4.86168
Ciudad de México,Honduras,2023,2,2023-06-01,6.398241
Aguascalientes,Thailand,2018,1,2018-03-01,7.70938
Durango,Malaysia,2009,4,2009-12-01,8.651989
Puebla,Bolivia,2012,3,2012-09-01,0.890569
Nayarit,Latvia,2011,3,2011-09-01,5.80338
Ciudad de México,Mali,2017,1,2017-03-01,8.907751
Aguascalientes,Fiji,2015,2,2015-06-01,0.706258
Tabasco,Gambia,2021,4,2021-12-01,5.860954
San Luis Potosí,Gabon,2002,2,2002-06-01,4.491846
Campeche,Canada,2018,3,2018-09-01,4.410395
Guerrero,China,2000,2,2000-06-01,3.105976
Sinaloa,New Caledonia,2018,3,2018-09-01,0.309517
Yucatán,Sudan,2004,3,2004-09-01,7.806163
Michoacán,Zimbabwe,2023,3,2023-09-01,2.950663
Morelos,Mexico,2009,1,2009-03-01,5.420842
Aguascalientes,South Georgia and the South Sandwich Islands,2006,1,2006-03-01,5.203236
Querétaro,Germany,2011,1,2011-03-01,8.484265
Yucatán,Nicaragua,2016,2,2016-06-01,7.520593
Michoacán,Chad,2001,2,2001-06-01,0.235851
Tabasco,Paraguay,2001,3,2001-09-01,5.284009
Tabasco,Gabon,2011,2,2011-06-01,2.157749
Aguascalientes,Gibraltar,2003,1,2003-03-01,9.387316
Aguascalientes,New Caledonia,2002,1,2002-03-01,2.434187
Querétaro,Holy See (Vatican City State),2011,2,2011-06-01,2.820629
Baja California Sur,Indonesia,2022,4,2022-12-01,0.027929
Baja California Sur,Palau,2016,4,2016-12-01,0.664769
Quintana Roo,Antigua and Barbuda,2022,4,2022-12-01,8.874253
Estado de México,Benin,2005,1,2005-03-01,0.617495
Durango,Iraq,2005,2,2005-06-01,5.599831
Puebla,Belarus,2020,1,2020-03-01,8.620573
Sonora,Tajikistan,2021,3,2021-09-01,6.041046
Chihuahua,Greece,2015,1,2015-03-01,3.881993
Nayarit,Solomon Islands,2013,3,2013-09-01,9.344375
Campeche,Qatar,2020,3,2020-09-01,1.823957
Veracruz,Paraguay,2002,4,2002-12-01,4.770649
Chiapas,Swaziland,2014,4,2014-12-01,3.441534
Sinaloa,China,2002,2,2002-06-01,6.244079
Campeche,Norway,2005,2,2005-06-01,0.742298
Yucatán,Svalbard & Jan Mayen Islands,2008,2,2008-06-01,4.032553
Morelos,Greece,2011,2,2011-06-01,8.548914
Tamaulipas,Morocco,2002,2,2002-06-01,0.648507
Baja California Sur,Botswana,2010,3,2010-09-01,1.801519
San Luis Potosí,Hungary,2008,1,2008-03-01,6.378966
Coahuila,Lesotho,2013,1,2013-03-01,2.319877
Coahuila,Paraguay,2005,3,2005-09-01,2.392418
Michoacán,Paraguay,2003,1,2003-03-01,3.891611
Yucatán,Lithuania,2006,4,2006-12-01,6.036438
Morelos,Mexico,2019,2,2019-06-01,0.277933
Yucatán,Solomon Islands,2021,4,2021-12-01,0.346323
Coahuila,Malaysia,2018,2,2018-06-01,4.592896
Estado de México,Malta,2019,3,2019-09-01,3.171328
Colima,Chad,2012,3,2012-09-01,6.674183
Zacatecas,Uganda,2011,4,2011-12-01,7.27385
Tamaulipas,Macao,2006,3,2006-09-01,5.718254
Guanajuato,Lithuania,2001,3,2001-09-01,5.510532
Colima,Togo,2021,4,2021-12-01,7.529379
Puebla,San Marino,2003,1,2003-03-01,2.266107
Jalisco,San Marino,2006,2,2006-06-01,1.93542
Ciudad de México,Svalbard & Jan Mayen Islands,2021,1,2021-03-01,0.12034
Aguascalientes,Antarctica (the territory South of 60 deg S),2008,3,2008-09-01,8.191822
Baja California Sur,Lesotho,2010,4,2010-12-01,5.884821
Morelos,Saint Kitts and Nevis,2009,2,2009-06-01,3.025091
Zacatecas,French Southern Territories,2015,1,2015-03-01,3.440455
Tlaxcala,Belarus,2020,3,2020-09-01,3.286228
Jalisco,France,2020,4,2020-12-01,3.324135
Querétaro,Lesotho,2005,2,2005-06-01,0.317552
Nayarit,Jordan,2011,4,2011-12-01,1.895939
Sonora,Togo,2008,2,2008-06-01,7.298764
Chiapas,Thailand,2012,2,2012-06-01,1.931781
Durango,Seychelles,2009,3,2009-09-01,2.477738
Sonora,Saint Lucia,2023,2,2023-06-01,6.373301
Campeche,Poland,2021,3,2021-09-01,3.4985
Yucatán,Guyana,2009,2,2009-06-01,6.829027
Campeche,Luxembourg,2008,3,2008-09-01,9.200858
Sinaloa,Iran,2019,4,2019-12-01,6.909975
San Luis Potosí,Zimbabwe,2006,3,2006-09-01,1.052972
Querétaro,Ireland,2014,3,2014-09-01,5.858758
Coahuila,Botswana,2000,2,2000-06-01,3.524963
Nuevo León,South Africa,2016,4,2016-12-01,9.27636
Baja California Sur,Gabon,2020,3,2020-09-01,7.876955
Coahuila,Libyan Arab Jamahiriya,2007,2,2007-06-01,4.820886
Puebla,Cocos (Keeling) Islands,2001,3,2001-09-01,1.418121
Chiapas,Georgia,2002,1,2002-03-01,2.334483
Sonora,Belarus,2002,3,2002-09-01,5.394488
Colima,Faroe Islands,2021,3,2021-09-01,9.563985
Querétaro,Jamaica,2018,4,2018-12-01,8.780707
Campeche,Afghanistan,2012,4,2012-12-01,5.682699
Nayarit,Korea,2017,3,2017-09-01,3.983632
Oaxaca,Afghanistan,2002,1,2002-03-01,8.977806
Campeche,Tanzania,2023,3,2023-09-01,7.876334
Sonora,Sao Tome and Principe,2022,4,2022-12-01,6.731395
Veracruz,Holy See (Vatican City State),2020,2,2020-06-01,8.811841
Yucatán,Lesotho,2005,1,2005-03-01,9.91224
Chiapas,Tanzania,2015,1,2015-03-01,8.995691
Tabasco,Guyana,2013,3,2013-09-01,3.363144
Guerrero,North Macedonia,2012,4,2012-12-01,5.56104
Oaxaca,Guinea-Bissau,2000,4,2000-12-01,7.827209
Yucatán,Fiji,2012,3,2012-09-01,7.80324
Quintana Roo,Belarus,2016,1,2016-03-01,6.584364
Morelos,Lesotho,2011,1,2011-03-01,7.824479
Michoacán,Malaysia,2007,1,2007-03-01,3.96978
Tlaxcala,Cambodia,2014,2,2014-06-01,1.132701
Tlaxcala,Paraguay,2023,4,2023-12-01,4.494329
Aguascalientes,Portugal,2009,2,2009-06-01,4.271043
Tlaxcala,Mozambique,2008,4,2008-12-01,3.914528
Chiapas,Zimbabwe,2018,3,2018-09-01,7.843251
Campeche,United States of America,2015,3,2015-09-01,0.738777
Tabasco,Botswana,2023,3,2023-09-01,6.230937
Nuevo León,Cocos (Keeling) Islands,2005,3,2005-09-01,1.121225
Colima,France,2012,1,2012-03-01,5.47714
Quintana Roo,Tajikistan,2023,4,2023-12-01,0.742469
Guanajuato,Greece,2002,2,2002-06-01,5.277332
San Luis Potosí,Qatar,2013,3,2013-09-01,5.245934
Zacatecas,Tokelau,2021,4,2021-12-01,2.000819
Campeche,Saint Barthelemy,2000,4,2000-12-01,2.531388
Tlaxcala,Gibraltar,2005,4,2005-12-01,8.494065
Yucatán,Venezuela,2003,3,2003-09-01,8.981988
Tamaulipas,Saint Barthelemy,2005,3,2005-09-01,5.528062
Veracruz,Seychelles,2001,3,2001-09-01,9.99805
Yucatán,San Marino,2003,3,2003-09-01,9.86702
Durango,Zimbabwe,2023,3,2023-09-01,3.539923
Chiapas,South Africa,2019,4,2019-12-01,4.308582
San Luis Potosí,Montenegro,2021,1,2021-03-01,8.687753
Estado de México,Costa Rica,2002,2,2002-06-01,8.205513
Sinaloa,Saint Kitts and Nevis,2009,2,2009-06-01,1.710364
Campeche,Egypt,2015,4,2015-12-01,2.640661
Tabasco,Latvia,2008,1,2008-03-01,2.329416
Hidalgo,Turkey,2016,2,2016-06-01,1.901677
Guanajuato,Aruba,2005,4,2005-12-01,9.26833
Zacatecas,Iran,2010,3,2010-09-01,8.624458
Aguascalientes,Korea,2000,1,2000-03-01,4.875889
Jalisco,Latvia,2020,3,2020-09-01,8.665495
Sinaloa,American Samoa,2005,3,2005-09-01,4.787853
Tabasco,Bolivia,2013,3,2013-09-01,9.002253
Tabasco,Paraguay,2000,1,2000-03-01,8.461974
Guanajuato,Seychelles,2021,4,2021-12-01,5.654368
San Luis Potosí,Greenland,2019,4,2019-12-01,6.037836
Coahuila,Antigua and Barbuda,2017,2,2017-06-01,4.757711
Puebla,Congo,2014,2,2014-06-01,9.648827
Ciudad de México,Saint Kitts and Nevis,2017,4,2017-12-01,9.013351
Colima,United States of America,2010,1,2010-03-01,4.756167
Baja California Sur,Tanzania,2008,3,2008-09-01,6.80522
Colima,Iran,2016,2,2016-06-01,4.996034
Tamaulipas,Sao Tome and Principe,2007,1,2007-03-01,7.233003
Hidalgo,Uganda,2019,3,2019-09-01,5.461946
Hidalgo,Saint Kitts and Nevis,2009,2,2009-06-01,6.272185
Michoacán,Greenland,2009,3,2009-09-01,7.18965
Tlaxcala,Mali,2008,2,2008-06-01,1.411974
San Luis Potosí,Tajikistan,2010,1,2010-03-01,8.474446
Tlaxcala,North Macedonia,2016,4,2016-12-01,0.822066
Jalisco,Algeria,2010,3,2010-09-01,4.734452
Jalisco,Cyprus,2022,3,2022-09-01,0.940875
Zacatecas,Egypt,2004,4,2004-12-01,6.106064
Baja California Sur,Zimbabwe,2005,2,2005-06-01,2.451501
Sonora,Hong Kong,2001,2,2001-06-01,3.502647
Tamaulipas,Guadeloupe,2017,1,2017-03-01,4.637941
Jalisco,Jamaica,2013,2,2013-06-01,9.298535
Guerrero,French Southern Territories,2018,4,2018-12-01,9.732134
Zacatecas,Jordan,2006,3,2006-09-01,7.349525
Chiapas,Sudan,2021,3,2021-09-01,9.504235
Tamaulipas,Tajikistan,2012,1,2012-03-01,2.243372
Baja California Sur,Belarus,2017,2,2017-06-01,4.674982
Coahuila,Guernsey,2004,3,2004-09-01,4.580406
Nayarit,Serbia,2021,2,2021-06-01,3.2837
Puebla,Fiji,2007,3,2007-09-01,0.513107
Guanajuato,Greenland,2016,1,2016-03-01,4.809185
Baja California Sur,Nicaragua,2021,3,2021-09-01,9.782065
Campeche,Isle of Man,2017,4,2017-12-01,7.311245
Hidalgo,Saudi Arabia,2014,4,2014-12-01,7.655939
Quintana Roo,Bolivia,2016,2,2016-06-01,7.622549
Colima,Gambia,2004,4,2004-12-01,4.076009
